"Team","Team_Index","Country.abr","Player","FirstName","LastName","Position","Height","Weight","BirthDate","College","Address","City","State","Zip","County","Latitude","Longitude","Country","Country.abr3","Country.num","Cty.Latitude","Cty.Longitude","Player_ID"
"DAL","7","us","brandon williams","brandon","williams","pg",74,190,1999-11-22,"university of university of arizona","1401 E UNIVERSITY","TUCSON","AZ",85721,"PIMA",32.2328661280001,-110.950085862,"United States","USA",840,38,-97,7016
"DAL","7","us","greg brown iii","greg","brown","pf",79,205,2001-09-01,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"United States","USA",840,38,-97,7017
"DAL","7","us","alex fudge","alex","fudge","sf",80,200,2003-05-06,"university of university of florida","TIGERT HALL","GAINESVILLE","FL",32611,"ALACHUA",29.638248,-82.361195,"United States","USA",840,38,-97,7018
"DEN","8","ca","jamal murray","jamal","murray","pg",76,215,1997-02-23,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"Canada","CAN",124,60,-95,8001
"DEN","8","it","reggie jackson","reggie","jackson","pg",74,208,1990-04-16,"boklahoma state university-main campuston college","140 COMMONWEALTH AVENUE","CHESTNUT HILL","MA",2467,"MIDDLESEX",42.3362032160001,-71.169241789,"Italy","ITA",380,42.8333,12.8333,8002
"DEN","8","rs","nikola jokić","nikola","jokić","c",83,284,1995-02-19,"none","none","none","na",0,"other",0,0,"Serbia","SRB",688,44,21,8003
"DEN","8","si","vlatko čančar","vlatko","čančar","pf",80,236,1997-04-10,"none","none","none","na",0,"other",0,0,"Slovenia","SVN",705,46,15,8004
"DEN","8","us","christian braun","christian","braun","sg",78,218,2001-04-17,"university of university of kansas","STRONG HALL, 1450 JAYHAWK BLVD, ROOM 230","LAWRENCE","KS",66045,"DOUGLAS",38.9564740000001,-95.258651,"United States","USA",840,38,-97,8005
"DEN","8","us","michael porter jr.","michael","porter","sf",82,218,1998-06-29,"university of university of missouri-system office-system office","321 UNIVERSITY HALL","COLUMBIA","MO",65211,"BOONE",38.936783,-92.3410479999999,"United States","USA",840,38,-97,8006
"DEN","8","us","peyton watson","peyton","watson","sf",80,200,2002-09-11,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,8007
"DEN","8","us","justin holiday","justin","holiday","sg",78,180,1989-04-05,"university of university of washington-seattle campus-seattle campus","1400 NE CAMPUS PARKWAY","SEATTLE","WA",98195,"KING",47.655775179,-122.310802164,"United States","USA",840,38,-97,8008
"DEN","8","us","kentavious caldwell-pope","kentavious","caldwell-pope","sg",77,204,1993-02-18,"university of university of georgia","ADMINISTRATION BUILDING","ATHENS","GA",30602,"CLARKE",33.9377270000001,-83.37143,"United States","USA",840,38,-97,8009
"DEN","8","us","aaron gordon","aaron","gordon","pf",80,235,1995-09-16,"university of university of arizona","1401 E UNIVERSITY","TUCSON","AZ",85721,"PIMA",32.2328661280001,-110.950085862,"United States","USA",840,38,-97,8010
"DEN","8","us","deandre jordan","deandre","jordan","c",83,265,1988-07-21,"the university of texas at austin a and m university-college station","JKW ADMINISTRATION BUILDING, SUITE 200","COLLEGE STATION","TX",77843,"BRAZOS",30.610775,-96.349232,"United States","USA",840,38,-97,8011
"DEN","8","us","jalen pickett","jalen","pickett","sg",76,209,1999-10-22,"pennsylvania state university-main campus","201 OLD MAIN","UNIVERSITY PARK","PA",16802,"CENTRE",40.800732,-77.861644,"United States","USA",840,38,-97,8012
"DEN","8","us","zeke nnaji","zeke","nnaji","pf",81,240,2001-01-09,"university of university of arizona","1401 E UNIVERSITY","TUCSON","AZ",85721,"PIMA",32.2328661280001,-110.950085862,"United States","USA",840,38,-97,8013
"DEN","8","us","julian strawther","julian","strawther","sf",79,205,2002-04-18,"gonzaga university university","E 502 BOONE AVE","SPOKANE","WA",99258,"SPOKANE",47.668144,-117.403062,"United States","USA",840,38,-97,8014
"DEN","8","us","braxton key","braxton","key","sf",80,230,1997-02-14,"university of university of virginia-main campus-main campus","1827 UNIVERSITY AVENUE","CHARLOTTESVILLE","VA",22903,"ALBEMARLE",38.033977,-78.5118449999999,"United States","USA",840,38,-97,8015
"DEN","8","us","hunter tyson","hunter","tyson","pf",80,215,2000-06-13,"clemichigan state universityon university university","201 SIKES HALL","CLEMSON","SC",29634,"PICKENS",34.677329,-82.834463,"United States","USA",840,38,-97,8016
"DEN","8","us","collin gillespie","collin","gillespie","pg",73,195,1999-06-25,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,8017
"DEN","8","us","jay huff","jay","huff","c",85,240,1998-08-25,"university of university of virginia-main campus-main campus","1827 UNIVERSITY AVENUE","CHARLOTTESVILLE","VA",22903,"ALBEMARLE",38.033977,-78.5118449999999,"United States","USA",840,38,-97,8018
"DET","9","fr","evan fournier","evan","fournier","sg",78,205,1992-10-29,"none","none","none","na",0,"other",0,0,"France","FRA",250,46,2,9001
"DET","9","it","simone fontecchio","simone","fontecchio","sf",80,209,1995-12-09,"none","none","none","na",0,"other",0,0,"Italy","ITA",380,42.8333,12.8333,9002
"DET","9","us","jaden ivey","jaden","ivey","sg",76,195,2002-02-13,"purdue university-main campus university-main campus","HOVDE HALL OF ADMINISTRATION","WEST LAFAYETTE","IN",47907,"TIPPECANOE",40.428206,-86.914435,"United States","USA",840,38,-97,9003
"DET","9","us","marcus sasser","marcus","sasser","pg",74,195,2000-09-21,"university of university of houston","212 E. CULLEN BUILDING","HOUSTON","TX",77204,"HARRIS",29.7199880000001,-95.3448509999999,"United States","USA",840,38,-97,9004
"DET","9","us","james wiseman","james","wiseman","c",84,240,2001-03-31,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"United States","USA",840,38,-97,9005
"DET","9","us","cade cunningham","cade","cunningham","pg",78,220,2001-09-25,"university of oklahoma-norman campus state university","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,9006
"DET","9","us","jalen duren","jalen","duren","c",82,250,2003-11-18,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"United States","USA",840,38,-97,9007
"DET","9","us","ausar thompson","ausar","thompson","sf",79,215,2003-01-30,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,9008
"DET","9","us","jared rhoden","jared","rhoden","sg",78,210,1999-08-27,"seton hall university university","400 S ORANGE AVE","SOUTH ORANGE","NJ",7079,"ESSEX",40.742859351,-74.24875251,"United States","USA",840,38,-97,9009
"DET","9","us","malachi flynn","malachi","flynn","pg",73,175,1998-05-10,"san diego state university university","5500 CAMPANILE DR","SAN DIEGO","CA",92182,"SAN DIEGO",32.7752498,-117.071227857,"United States","USA",840,38,-97,9010
"DET","9","us","stanley umude","stanley","umude","sg",78,210,1999-04-12,"university of university of aruniversity of kansas","ADMINISTRATION BLDG 425","FAYETTEVILLE","AR",72701,"WASHINGTON",36.065641709,-94.177852322,"United States","USA",840,38,-97,9011
"DET","9","us","isaiah stewart","isaiah","stewart","pf",80,250,2001-05-22,"university of university of washington-seattle campus-seattle campus","1400 NE CAMPUS PARKWAY","SEATTLE","WA",98195,"KING",47.655775179,-122.310802164,"United States","USA",840,38,-97,9012
"DET","9","us","buddy boeheim","buddy","boeheim","sf",78,205,1999-11-11,"syracuse university university","900 SOUTH CROUSE AVE.","SYRACUSE","NY",13244,"ONONDAGA",43.0398910000001,-76.13267,"United States","USA",840,38,-97,9013
"DET","9","us","quentin grimes","quentin","grimes","sg",77,205,2000-05-08,"university of university of houston","212 E. CULLEN BUILDING","HOUSTON","TX",77204,"HARRIS",29.7199880000001,-95.3448509999999,"United States","USA",840,38,-97,9014
"DET","9","us","chimezie metu","chimezie","metu","c",81,225,1997-03-22,"university of southern university of california-berkeley","UNIVERSITY PARK","LOS ANGELES","CA",90089,"LOS ANGELES",34.021058,-118.283858,"United States","USA",840,38,-97,9015
"DET","9","us","troy brown jr.","troy","brown","sf",78,215,1999-07-28,"university of university of oregon","110 JOHNSON HALL","EUGENE","OR",97403,"LANE",44.044515,-123.07398,"United States","USA",840,38,-97,9016
"DET","9","us","taj gibson","taj","gibson","pf",81,232,1985-06-24,"university of southern university of california-berkeley","UNIVERSITY PARK","LOS ANGELES","CA",90089,"LOS ANGELES",34.021058,-118.283858,"United States","USA",840,38,-97,9017
"GSW","10","br","gui santos","gui","santos","pf",80,209,2002-06-22,"none","none","none","na",0,"other",0,0,"Brazil","BRA",76,-10,-55,10001
"GSW","10","ca","andrew wiggins","andrew","wiggins","sf",79,197,1995-02-23,"university of university of kansas","STRONG HALL, 1450 JAYHAWK BLVD, ROOM 230","LAWRENCE","KS",66045,"DOUGLAS",38.9564740000001,-95.258651,"Canada","CAN",124,60,-95,10002
"GSW","10","cd","jonathan kuminga","jonathan","kuminga","pf",80,210,2002-10-06,"none","none","none","na",0,"other",0,0,"Congo, the Democratic Republic of the","COD",180,0,25,10003
"GSW","10","es","usman garuba","usman","garuba","pf",80,220,2002-03-09,"none","none","none","na",0,"other",0,0,"Spain","ESP",724,40,-4,10004
"GSW","10","hr","dario šarić","dario","šarić","c",82,225,1994-04-08,"none","none","none","na",0,"other",0,0,"Croatia","HRV",191,45.1667,15.5,10005
"GSW","10","us","klay thompson","klay","thompson","sf",78,215,1990-02-08,"university of washington-seattle campus state university university","FRENCH ADMINISTRATION BUILDING","PULLMAN","WA",99164,"WHITMAN",46.7304480000001,-117.158168,"United States","USA",840,38,-97,10006
"GSW","10","us","stephen curry","stephen","curry","pg",74,185,1988-03-14,"davidson college college","405 N. MAIN STREET","DAVIDSON","NC",28035,"MECKLENBURG",35.5000063840001,-80.8452358279999,"United States","USA",840,38,-97,10007
"GSW","10","us","trayce jackson-davis","trayce","jackson-davis","pf",81,245,2000-02-22,"indiana university-bloomington university-bloomington","107 SOUTH INDIANA AVE.","BLOOMINGTON","IN",47405,"MONROE",39.1677392930001,-86.523584652,"United States","USA",840,38,-97,10008
"GSW","10","us","brandin podziemski","brandin","podziemski","sg",77,205,2003-02-25,"santa clara university university","500 EL CAMINO REAL","SANTA CLARA","CA",95053,"SANTA CLARA",37.34935096,-121.938260384,"United States","USA",840,38,-97,10009
"GSW","10","us","kevon looney","kevon","looney","c",81,222,1996-02-06,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,10010
"GSW","10","us","chris paul","chris","paul","pg",72,175,1985-05-06,"wake forest university university","1834 WAKE FOREST ROAD","WINSTON-SALEM","NC",27106,"FORSYTH",36.1320982450001,-80.27794276,"United States","USA",840,38,-97,10011
"GSW","10","us","draymond green","draymond","green","pf",78,230,1990-03-04,"university of michigan-ann arbor state university","NOT AVAILABLE","EAST LANSING","MI",48824,"INGHAM",42.7247600000001,-84.4736389999999,"United States","USA",840,38,-97,10012
"GSW","10","us","moses moody","moses","moody","sg",78,205,2002-05-31,"university of university of aruniversity of kansas","ADMINISTRATION BLDG 425","FAYETTEVILLE","AR",72701,"WASHINGTON",36.065641709,-94.177852322,"United States","USA",840,38,-97,10013
"GSW","10","us","lester quinones","lester","quinones","sg",77,208,2000-11-16,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"United States","USA",840,38,-97,10014
"GSW","10","us","jerome robinson","jerome","robinson","sg",76,190,1997-02-22,"boklahoma state university-main campuston college","140 COMMONWEALTH AVENUE","CHESTNUT HILL","MA",2467,"MIDDLESEX",42.3362032160001,-71.169241789,"United States","USA",840,38,-97,10015
"GSW","10","us","gary payton ii","gary","payton","sg",74,190,1992-12-01,"university of oregon state university university","1500 SW JEFFERSON AVENUE","CORVALLIS","OR",97331,"BENTON",44.5631090000001,-123.278711,"United States","USA",840,38,-97,10016
"GSW","10","us","pat spencer","pat","spencer","pg",75,205,1996-07-04,"northeastern university","360 HUNTINGTON AVE","BOSTON","MA",2115,"SUFFOLK",42.340182758,-71.088068563,"United States","USA",840,38,-97,10017
"HOU","11","au","jock landale","jock","landale","c",83,256,1995-10-25,"saint mary's college college","133 LE MANS HALL","NOTRE DAME","IN",46556,"ST. JOSEPH",41.708157,-86.258632,"Australia","AUS",36,-27,133,11001
"HOU","11","ca","dillon brooks","dillon","brooks","sf",78,225,1996-01-22,"university of university of oregon","110 JOHNSON HALL","EUGENE","OR",97403,"LANE",44.044515,-123.07398,"Canada","CAN",124,60,-95,11002
"HOU","11","nz","steven adams","steven","adams","c",83,265,1993-07-20,"university of university of pittsburgh-pittsburgh campussburgh-university of pittsburgh-pittsburgh campussburgh campus","4200 FIFTH AVENUE","PITTSBURGH","PA",15260,"ALLEGHENY",40.4425986110001,-79.954104784,"New Zealand","NZL",554,-41,174,11003
"HOU","11","rs","boban marjanović","boban","marjanović","c",88,290,1988-08-15,"none","none","none","na",0,"other",0,0,"Serbia","SRB",688,44,21,11004
"HOU","11","tr","alperen sengun","alperen","sengun","c",83,235,2002-07-25,"none","none","none","na",0,"other",0,0,"Turkey","TUR",792,39,35,11005
"HOU","11","us","jalen green","jalen","green","sg",76,178,2002-02-09,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,11006
"HOU","11","us","aaron holiday","aaron","holiday","pg",72,185,1996-09-30,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,11007
"HOU","11","us","jeff green","jeff","green","pf",80,235,1986-08-28,"georgetown university university","37TH AND O ST NW","WASHINGTON","DC",20057,"DISTRICT OF COLUMBIA",38.908809272,-77.073463235,"United States","USA",840,38,-97,11008
"HOU","11","us","jabari smith jr.","jabari","smith","pf",83,220,2003-05-13,"auburn university university","NOT AVAILABLE","AUBURN","AL",36849,"LEE",32.600201,-85.492409,"United States","USA",840,38,-97,11009
"HOU","11","us","fred vanvleet","fred","vanvleet","pg",72,197,1994-02-25,"wichita state university university","1845 N. FAIRMOUNT","WICHITA","KS",67260,"SEDGWICK",37.7163055400001,-97.297375454,"United States","USA",840,38,-97,11010
"HOU","11","us","jeenathan williams","jeenathan","williams","sg",77,205,1999-02-12,"university at university at buffalo","12 CAPEN HALL","BUFFALO","NY",14260,"ERIE",43.0010120000001,-78.78961,"United States","USA",840,38,-97,11011
"HOU","11","us","jae'sean tate","jae'sean","tate","sf",76,230,1995-10-28,"ohio state university-main campus university-main campus","190 N. OVAL MALL","COLUMBUS","OH",43210,"FRANKLIN",39.9994934320001,-83.0087917879999,"United States","USA",840,38,-97,11012
"HOU","11","us","reggie bullock","reggie","bullock","sf",78,205,1991-03-16,"university of north carolina at chapel hill","103 SOUTH BLDG CB 9100","CHAPEL HILL","NC",27599,"ORANGE",35.9121653170001,-79.050969417,"United States","USA",840,38,-97,11013
"HOU","11","us","amen thompson","amen","thompson","sf",79,209,2003-01-30,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,11014
"HOU","11","us","cam whitmore","cam","whitmore","sf",79,232,2004-07-08,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,11015
"HOU","11","us","tari eason","tari","eason","pf",80,216,2001-05-10,"louisiana state university-eunice","2048 JOHNSON HWY","EUNICE","LA",70535,"ACADIA",30.473292407,-92.434523117,"United States","USA",840,38,-97,11016
"HOU","11","us","nate hinton","nate","hinton","sg",77,210,1999-06-08,"university of university of houston","212 E. CULLEN BUILDING","HOUSTON","TX",77204,"HARRIS",29.7199880000001,-95.3448509999999,"United States","USA",840,38,-97,11017
"HOU","11","us","jermaine samuels","jermaine","samuels","sf",79,230,1998-11-13,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,11018
"IND","12","ca","bennedict mathurin","bennedict","mathurin","sf",78,210,2002-06-19,"university of university of arizona","1401 E UNIVERSITY","TUCSON","AZ",85721,"PIMA",32.2328661280001,-110.950085862,"Canada","CAN",124,60,-95,12001
"IND","12","ca","andrew nembhard","andrew","nembhard","pg",77,193,2000-01-16,"gonzaga university university","E 502 BOONE AVE","SPOKANE","WA",99258,"SPOKANE",47.668144,-117.403062,"Canada","CAN",124,60,-95,12002
"IND","12","cd","oscar tshiebwe","oscar","tshiebwe","pf",81,260,1999-11-27,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"Congo, the Democratic Republic of the","COD",180,0,25,12003
"IND","12","cm","pascal siakam","pascal","siakam","pf",80,230,1994-04-02,"new mexico state university-alamogordo university-alamogordo","2400 NORTH SCENIC DRIVE","ALAMOGORDO","NM",88310,"OTERO",32.919780545,-105.92577584,"Cameroon","CMR",120,6,12,12004
"IND","12","us","obi toppin","obi","toppin","pf",81,220,1998-03-04,"university of university of dayton","300 COLLEGE PARK","DAYTON","OH",45469,"MONTGOMERY",39.7404644370001,-84.179788751,"United States","USA",840,38,-97,12005
"IND","12","us","myles turner","myles","turner","c",83,250,1996-03-24,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"United States","USA",840,38,-97,12006
"IND","12","us","aaron nesmith","aaron","nesmith","sf",77,215,1999-10-16,"vanderbilt university university","2101 WEST END AVENUE","NASHVILLE","TN",37240,"DAVIDSON",36.144429824,-86.804874645,"United States","USA",840,38,-97,12007
"IND","12","us","t.j. mcconnell","t.j.","mcconnell","pg",73,190,1992-03-25,"university of university of arizona","1401 E UNIVERSITY","TUCSON","AZ",85721,"PIMA",32.2328661280001,-110.950085862,"United States","USA",840,38,-97,12008
"IND","12","us","tyrese haliburton","tyrese","haliburton","pg",77,185,2000-02-29,"university of iowa state university university","1750 BEARDSHEAR HALL","AMES","IA",50011,"STORY",42.0253030000001,-93.6502399999999,"United States","USA",840,38,-97,12009
"IND","12","us","ben sheppard","ben","sheppard","sg",78,190,2001-07-16,"belmont university university","1900 BELMONT BLVD","NASHVILLE","TN",37212,"DAVIDSON",36.1338661410001,-86.7947151119999,"United States","USA",840,38,-97,12010
"IND","12","us","jalen smith","jalen","smith","c",82,215,2000-03-16,"university of university of maryland-college park-college park","NOT AVAILABLE","COLLEGE PARK","MD",20742,"PRINCE GEORGE'S",38.9886065480001,-76.939704118,"United States","USA",840,38,-97,12011
"IND","12","us","jarace walker","jarace","walker","pf",80,240,2003-09-04,"university of university of houston","212 E. CULLEN BUILDING","HOUSTON","TX",77204,"HARRIS",29.7199880000001,-95.3448509999999,"United States","USA",840,38,-97,12012
"IND","12","us","isaiah jackson","isaiah","jackson","c",82,206,2002-01-10,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,12013
"IND","12","us","kendall brown","kendall","brown","sg",80,205,2003-05-11,"baylor university university","NOT AVAILABLE","WACO","TX",76798,"MCLENNAN",31.546149574,-97.1184525799999,"United States","USA",840,38,-97,12014
"IND","12","us","james johnson","james","johnson","pf",79,240,1987-02-20,"wake forest university university","1834 WAKE FOREST ROAD","WINSTON-SALEM","NC",27106,"FORSYTH",36.1320982450001,-80.27794276,"United States","USA",840,38,-97,12015
"IND","12","us","doug mcdermott","doug","mcdermott","sf",78,225,1992-01-03,"creighton university university","2500 CALIFORNIA PLAZA","OMAHA","NE",68178,"DOUGLAS",41.2653540210001,-95.947799945,"United States","USA",840,38,-97,12016
"IND","12","us","isaiah wong","isaiah","wong","sg",76,184,2001-01-28,"university of university of miami","UNIVERSITY OF MIAMI","CORAL GABLES","FL",33146,"MIAMI-DADE",25.720406,-80.27645,"United States","USA",840,38,-97,12017
"IND","12","us","quenton jackson","quenton","jackson","pg",77,175,1998-09-15,"the university of texas at austin a and m university-college station","JKW ADMINISTRATION BUILDING, SUITE 200","COLLEGE STATION","TX",77843,"BRAZOS",30.610775,-96.349232,"United States","USA",840,38,-97,12018
"LAC","13","ba","ivica zubac","ivica","zubac","c",84,240,1997-03-18,"none","none","none","na",0,"other",0,0,"Bosnia and Herzegovina","BIH",70,44,18,13001
"LAC","13","bs","kai jones","kai","jones","c",83,218,2001-01-19,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"Bahamas","BHS",44,24.25,-76,13002
"LAC","13","de","daniel theis","daniel","theis","c",80,245,1992-04-04,"none","none","none","na",0,"other",0,0,"Germany","DEU",276,51,9,13003
"LAC","13","fr","moussa diabaté","moussa","diabaté","c",83,210,2002-01-21,"university of university of michigan-ann arbor-ann arbor","503 THOMPSON STREET","ANN ARBOR","MI",48109,"WASHTENAW",42.2780300000001,-83.736564,"France","FRA",250,46,2,13004
"LAC","13","us","norman powell","norman","powell","sg",75,215,1993-05-25,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,13005
"LAC","13","us","terance mann","terance","mann","sg",77,215,1996-10-18,"university of florida state university","222 S. COPELAND STREET","TALLAHASSEE","FL",32306,"LEON",30.443222,-84.301554,"United States","USA",840,38,-97,13006
"LAC","13","us","paul george","paul","george","pf",80,220,1990-05-02,"university of california-berkeley state university-fresno","5241 N MAPLE AVE","FRESNO","CA",93740,"FRESNO",36.8144773670001,-119.748257949,"United States","USA",840,38,-97,13007
"LAC","13","us","james harden","james","harden","pg",77,220,1989-08-26,"university of arizona state university campus immersion university campus immersion","UNIVERSITY DRIVE AND MILL AVENUE","TEMPE","AZ",85287,"MARICOPA",33.4172800000001,-111.935499,"United States","USA",840,38,-97,13008
"LAC","13","us","amir coffey","amir","coffey","sf",79,210,1997-06-17,"university of university of minnesota-twin cities-twin cities","100 CHURCH STREET SE","MINNEAPOLIS","MN",55455,"HENNEPIN",44.9778862650001,-93.235352117,"United States","USA",840,38,-97,13009
"LAC","13","us","kawhi leonard","kawhi","leonard","sf",79,225,1991-06-29,"san diego state university university","5500 CAMPANILE DR","SAN DIEGO","CA",92182,"SAN DIEGO",32.7752498,-117.071227857,"United States","USA",840,38,-97,13010
"LAC","13","us","kobe brown","kobe","brown","pf",79,250,2000-01-01,"university of university of missouri-system office-system office","321 UNIVERSITY HALL","COLUMBIA","MO",65211,"BOONE",38.936783,-92.3410479999999,"United States","USA",840,38,-97,13011
"LAC","13","us","russell westbrook","russell","westbrook","pg",76,200,1988-11-12,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,13012
"LAC","13","us","brandon boston jr.","brandon","boston","sf",79,185,2001-11-28,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,13013
"LAC","13","us","mason plumlee","mason","plumlee","c",82,254,1990-03-05,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,13014
"LAC","13","us","xavier moon","xavier","moon","sg",74,165,1995-01-02,"morehead state university","UNIVERSITY BLVD","MOREHEAD","KY",40351,"ROWAN",38.1884620000001,-83.429742,"United States","USA",840,38,-97,13015
"LAC","13","us","bones hyland","bones","hyland","pg",74,173,2000-09-14,"university of virginia-main campus commonwealth university","910 W FRANKLIN ST","RICHMOND","VA",23284,"RICHMOND CITY",37.5476308040001,-77.453597164,"United States","USA",840,38,-97,13016
"LAC","13","us","jordan miller","jordan","miller","sf",79,195,2000-01-23,"university of university of miami","UNIVERSITY OF MIAMI","CORAL GABLES","FL",33146,"MIAMI-DADE",25.720406,-80.27645,"United States","USA",840,38,-97,13017
"LAC","13","us","p.j. tucker","p.j.","tucker","pf",77,245,1985-05-05,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"United States","USA",840,38,-97,13018
"LAL","14","jp","rui hachimura","rui","hachimura","pf",80,230,1998-02-08,"gonzaga university university","E 502 BOONE AVE","SPOKANE","WA",99258,"SPOKANE",47.668144,-117.403062,"Japan","JPN",392,36,138,14001
"LAL","14","us","austin reaves","austin","reaves","sg",77,206,1998-05-29,"university of university of oklahoma-norman campus-norman campus","660 PARRINGTON OVAL","NORMAN","OK",73019,"CLEVELAND",35.208069025,-97.445692352,"United States","USA",840,38,-97,14002
"LAL","14","us","taurean prince","taurean","prince","pf",78,218,1994-03-22,"baylor university university","NOT AVAILABLE","WACO","TX",76798,"MCLENNAN",31.546149574,-97.1184525799999,"United States","USA",840,38,-97,14003
"LAL","14","us","anthony davis","anthony","davis","c",82,253,1993-03-11,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,14004
"LAL","14","us","d'angelo russell","d'angelo","russell","pg",75,193,1996-02-23,"ohio state university-main campus university-main campus","190 N. OVAL MALL","COLUMBUS","OH",43210,"FRANKLIN",39.9994934320001,-83.0087917879999,"United States","USA",840,38,-97,14005
"LAL","14","us","lebron james","lebron","james","pf",81,250,1984-12-30,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,14006
"LAL","14","us","jaxson hayes","jaxson","hayes","c",84,220,2000-05-23,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"United States","USA",840,38,-97,14007
"LAL","14","us","maxwell lewis","maxwell","lewis","sf",79,195,2002-07-27,"pepperdine university university","24255 PACIFIC COAST HWY","MALIBU","CA",90263,"LOS ANGELES",34.041683488,-118.709380444,"United States","USA",840,38,-97,14008
"LAL","14","us","max christie","max","christie","sg",78,190,2003-02-10,"university of michigan-ann arbor state university","NOT AVAILABLE","EAST LANSING","MI",48824,"INGHAM",42.7247600000001,-84.4736389999999,"United States","USA",840,38,-97,14009
"LAL","14","us","christian wood","christian","wood","pf",80,214,1995-09-27,"university of university of nevada-reno-las vegas","4505 S MARYLAND PKY","LAS VEGAS","NV",89154,"CLARK",36.106994059,-115.141152548,"United States","USA",840,38,-97,14010
"LAL","14","us","cam reddish","cam","reddish","sf",80,218,1999-09-01,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,14011
"LAL","14","us","skylar mays","skylar","mays","sg",76,205,1997-09-05,"louisiana state university-eunice","2048 JOHNSON HWY","EUNICE","LA",70535,"ACADIA",30.473292407,-92.434523117,"United States","USA",840,38,-97,14012
"LAL","14","us","jarred vanderbilt","jarred","vanderbilt","pf",80,214,1999-04-03,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,14013
"LAL","14","us","spencer dinwiddie","spencer","dinwiddie","pg",77,215,1993-04-06,"university of university of colorado boulder boulder","REGENT DRIVE AT BROADWAY","BOULDER","CO",80309,"BOULDER",40.004415065,-105.267061271,"United States","USA",840,38,-97,14014
"LAL","14","us","jalen hood-schifino","jalen","hood-schifino","sg",78,215,2003-06-19,"indiana university-bloomington university-bloomington","107 SOUTH INDIANA AVE.","BLOOMINGTON","IN",47405,"MONROE",39.1677392930001,-86.523584652,"United States","USA",840,38,-97,14015
